,artist,title,text
276,Sound Of Music ,,"Let's start at the very beginning A very good place to start When you read you begin with ABC When you sing you begin with Do, Re, Mi, Do, Re, Mi The first three notes just happen to beDo, Re, Mi, Do, Re, Mi Do, Re, Mi, Fa, So, La, TeOh let's see if I can make it easier Do- A deer, a female deer Re- A drop of golden sun Mi- A name I call myself Fa- A long, long way to run So- A needle pulling thread La- A note to follow so Te- A drink with jam and breadThat will bring us back to Do, oh, oh, oh Do- A deer, a female deer Re- A drop of golden sun Mi- A name I call myself Fa- A long, long way to run So- A needle pulling thread La- A note to follow so Te- A drink with jam and breadThat will bring us back to Do, oh, oh, oh Do- A deer, a female deer Re- A drop of golden sun Mi- A name I call myself Fa- A long, long way to run So- A needle pulling thread La- A note to follow so Te- A drink with jam and bread That will bring us back to Do, oh, oh, ohNow children Do, Re, Mi, Fa, So and so on are the tools we use to build a song One you have these notes in your head you can sing a million different tunes by mixing them up like thisSo, Do, La, Fa, Mi, Do, Re Can you do that? So, Do, La, Fa, Mi, Do, Re So, Do, La, Te, Do, Re, Do So, Do, La, Te, Do, Re, Do Now, put it all together So, Do, La, Fa, Mi, Do, Re So, Do, La, Te, Do, Re, Do Good!But that doen't mean anything! So we put in words, one word for every note, like this When you know the notes to sing, you can sing most anything Together! When you know the notes to sing, you can sing most anythingDo- A deer, a female deer Re- A drop of golden sun Mi- A name I call myself Fa- A long, long way to run So- A needle pulling thread La- A note to follow so Te- A drink with jam and breadThat will bring us back to Do Do, Re, Mi, Fa, So, La, Ti, Do, Do, Ti, La, So, Fa, Mi, Re, Do, Mi, Mi, Mi, So, So, Re, Fa, Fa, La, Ti, Ti Do, Mi, Mi, Mi, So, So, Re, Fa, Fa, La, Ti, Ti When you know the notes to sing, you can sing most anythingDo- A deer, a female deer Re- A drop of golden sun Mi- A name I call myself Fa- A long, long way to run So- A needle pulling thread La- A note to follow so Te- A drink with jam and breadThat will bring us back to Do... Re... Mi... Fa... So... La... Ti... Do So, Do, La, Fa, Mi, Do, Re So, Do, La, Fa, Mi, Do, Re La, So, Fa, Mi, Re... Tiiiiii, Doooo So, Do"
277,Millind Gaba , Main Teri Ho Gayi,Ni main teri ho gayi aan Tu mainu ron na devi x (2)Enna meriyan akhiyan to Hanju chon na deviJivein kave gaanv vi reh laangi Hass hass ke sab kujh seh laangi x (2)Mahiya tu vaada kar Mahiya tu vaada kar Kade door na javega Tu mere baajon Kitte hor na lavegaNi main teri ho gayi aan Tu mainu ron na devi Enna meriyan akhiyan to Hanju chon na deviHo meri subha vi tuhiyon ae Te tuhiyon shaam ae Iss zuban te ikk hi naam Oh tera naam ae x (2)Kathputli teri main Jivein marzi khed lavi Tere layi lad jau rab naal Aazma ke vekh laviTu hasda ae te mera rab hasda Tere andar mera khuda vassda x (2)Mahiya tu vaada kar Mahiya tu vaada kar Kade door na javega Tu mere baajon Kitte hor na lavegaVe main teri ho gayi aan Tu mainu ron na devi Enna meriyan akhiyan to Hanju chon na deviHayeTere layi jag chhadeya Tu mainu na chhad devi Ae ishq de baagan ch Na kar tu ad devi x (2)Kandiyan ch nacha layi tu Na see karun sohne Taan vi main hass hass ke Jee jee karun sohneMere tere naal ne cha sajna Tu manzil tuhiyon raah sajna x (2)Mahiya tu vaada kar Mahiya tu vaada kar Kade door na javega Tu mere baajon Kitte hor na lavegaVe main teri ho gayi aan Tu mainu ron na devi Enna meriyan akhiyan to Hanju chon na devi
278,XXXTENTACION , Changes,"Mmm, baby I don't understand this You're changing, I can't stand it My heart can't take this, damn it And the way I feel, can't stand it Mmm, baby I don't understand this You're changing, I can't stand it My heart can't take this, damn it And the way I feel, can't stand it Mmm, baby I don't understand itGirl, you're making it hard for me Girl, you're making it hard for me Girl, you're making it hard for me, uh Girl, you're making it hard for me Girl, you're making it hard for me Girl, you're making it hard for meMmm, baby I don't understand this You're changing, I can't stand it My heart can't take this, damn it And the way I feel, can't stand it Mmm, baby I don't understand this You're changing, I can't stand it My heart can't take this, damn it And the way I feel, can't stand it Mmm, baby I don't understand this You're changing, I can't stand it My heart can't take this, damn it And the way I feel, can't stand it Mmm, baby I don't understand it"
279,Kishore Kumar , Tere Jaisa Yaar Kahan,Tere jaisa yaar kahan Kahan aisa yaarana Yaad karegi duniya Tera mera afsanaTere jaisa yaar kahan Kahan aisa yaarana Yaad karegi duniya Tera mera afsanaMeri zindagi sawaari Mujhko gale lagake Baitha diya falak pe Mujhe khaat se oothakeMeri zindagi sawaari Mujhko gale lagake Baitha diya falak pe Mujhe khaat se oothake Yaara teri yaari ko Maine to khuda mana Yaad karegi duniya Tera mera afsanaMere dil ki yeh dua hai Kabhi door tu na jaaye Tere bina ho jeena Woh din kabhi na aayeMere dil ki yeh dua hai Kabhi door tu na jaaye Tere bina ho jeena Woh din kabhi na aaye Tere sung jeena yahan Tere sung mar jaana Yaad karegi duniya Tera mera afsanaTere jaisa yaar kahan Kahan aisa yaarana Yaad karegi duniya Tera mera afsana
280,Queen Naija , Butterflies,"I don't wanna fall so fast But I'm open They always say that good things never last And I know 'cause I've been broken I'm trying to protect my heart But you're making it so hard And I guess it's safe to say You take my pain awayAnd I just want to hold you all night long Whenever I'm around you nothing's wrong I'm hoping that you'll always be around You got me on a high, I don't wanna come downAnd I love it, I love it These butterflies Yeah, I love it, I love it I'm on a high Yeah, I love it, I love it And I just wanna love on youEver since you crossed my path Everything is different You always know just how to make me laugh You got me all up in my feelings And as much as I love the feeling I hate it, it gets me frustrated When I say just how I feel but don't know how you would take it Why do you do what you do to me? Got me doing things that I don't do usuallyI promised myself I wouldn't fall But every time I see you I just want to risk it all And baby yeah I know it ain't right But the chemistry we have is so hard to fightI just want to hold you all night long Whenever I'm around you nothing's wrong I'm hoping that you'll always be around You got me on a high, I don't wanna to come downAnd I love it, I love it These butterflies Yeah, I love it, I love it I'm on a high And I just wanna love on I just wanna love on youJust want to love, just want to love on ya (uh, uh) Just want to love, just want to love on ya (uh, uh) Hey, hey (uh, uh)And I just want to know would you catch me if I fall (ooohhh) If you tell me yeah, boy I might just risk it all If you tell me no, it's okay then I will leave (ooohhh) I hope you feel the same, you're the only one I see I see, I seeJust want to love, just want to love on ya (uh, uh) (ooohhh) Just want to love, just want to love on ya (uh, uh) (ooohhh) Hey, hey (uh, uh)"
281,Disney , Refl,"Look at me, I may never pass for a perfect bride, or a perfect daughter. Can it be, I'm not meant to play this part? Now I see, that if I were truly to be myself, I would break my family's heart.Who is that girl I see, staring straight back at me? Why is my reflection someone I don't know? Somehow I cannot hide? Who I am, though I've tried. When will my reflection show, who I am, inside? How I pray, that a time will come, I can free myself, from their expectations On that day, I'll discover someway to be myself, and to make my family proud. They want a docile lamb, No-one knows who I am. Must there be a secret me, I'm forced to hide? Must I pretend that I am someone else for all time? When will my reflection show, who I am inside? When will my reflection show, who I am inside?"
282,Sugar free , Tulog Na,"Tulog na mahal ko Hayaan na muna natin ang mundong ito Lika na tulog na tayo Tulog na mahal ko Wag kang lumuha malambot ang iyong kama Saka na mamroblemaTulog na hayaan na muna natin sila Mamaya hindi ka na nila kaya pang saktan Kung matulog matulog ka naTulog na.. mahal ko Nandito lang akong bahala sa iyo Sige na tulog na muna Tulog na mahal ko At baka bukas ngingiti ka sa wakas At sabay natin harapin ang mundoTulog na... hayaan na muna natin sila Mamaya.. hindi ka na nila kaya pang saktan Kung matulog.. matulog ka na Lalala...Lalala Tulog...na hayaan na muna natin sila Mamaya hindi, ka na nila kaya pang saktan Kung matulog tulog, ka na Tulog... ka na Matulog... ka na"
283,STRBOI HUDZEN ," Kiki, Do You Love Me?","Kiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you always Kiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you alwaysKiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you always Kiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you alwaysIf we got, if we got, if we got involved It would replay and replay until no resolve because I been through what I seem to predict it all That turned out to be, that turned out to be Kiki will you ride if I give my all It'd be easy on my pride if there's no resolve I cannot promise you a thing All I can do is do my thing I'm down, down and out right now So I'm kinda giving myself away Here without you, without you, without youKiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you alwaysKiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you alwaysKiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you alwaysKiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you alwaysKiki, do you love me? Are you riding? Say you'll never ever leave from beside me 'Cause I want ya, and I need ya And I'm down for you always"
284,Pinkfong , Baby Shark,"Baby Shark doo doo, doo doo doo doo Baby Shark doo doo, doo doo doo doo Baby Shark doo doo, doo doo doo doo Baby SharkMummy Shark doo doo, doo doo doo doo Mummy Shark doo doo, doo doo doo doo Mummy Shark doo doo, doo doo doo doo Mummy SharkDaddy Shark doo doo, doo doo doo doo Daddy Shark doo doo, doo doo doo doo Daddy Shark doo doo, doo doo doo doo Daddy SharkGrandma Shark doo doo, doo doo doo doo Grandma Shark doo doo, doo doo doo doo Grandma Shark doo doo, doo doo doo doo Grandma SharkGrandpa Shark doo doo, doo doo doo doo Grandpa Shark doo doo, doo doo doo doo Grandpa Shark doo doo, doo doo doo doo Grandpa SharkLet's go hunt doo doo, doo doo doo doo Let's go hunt doo doo, doo doo doo doo Let's go hunt doo doo, doo doo doo doo Let's go huntRun away doo doo, doo doo doo doo Run away doo doo, doo doo doo doo Run away doo doo, doo doo doo doo Run awaySafe at last doo doo, doo doo doo doo Safe at last doo doo, doo doo doo doo Safe at last doo doo, doo doo doo doo Safe at lastIt's the end doo doo, doo doo doo doo It's the end doo doo, doo doo doo doo It's the end doo doo, doo doo doo doo It's the end"
285,Peterpan , Menghapus Jejakmu,Terus melangkah melupakanmu Lelah hati perhatikan sikapmu Jalan pikiranmu buatku ragu Tak mungkin ini tetap bertahanPerlahan mimpi terasa menggangguKucoba untuk terus menjauhPerlahan hatiku terbelengguKucoba untuk lanjutkan hidup Engkau bukanlah segalakuBukan tempat tuk hentikan langkahkuUsai sudah semua berlaluBiar hujan menghapus jejakmuTerus melangkah melupakanmu Lelah hati perhatikan sikapmu Jalan pikiranmu buatku ragu Tak mungkin ini tetap bertahanPerlahan mimpi terasa mengganggu Kucoba untuk terus menjauh Perlahan hatiku terbelenggu Kucoba untuk lanjutkan hidup Engkau bukanlah segalaku Bukan tempat tuk hentikan langkahku Usai sudah semua berlalu Biar hujan menghapus jejakmu Lepaskan segalanya Lepaskan segalanya Engkau bukanlah segalaku Bukan tempat tuk hentikan langkahku Usai sudah semua berlalu Biar hujan menghapus jejakmu Engkau bukanlah segalaku Bukan tempat tuk hentikan langkahku Usai sudah semua berlalu Biar hujan menghapus jejakmuNanananana Nanananana Nanananana Nanananana Nanananana Nanananana Nanananana Nanananana
286,Guru Randhawa , Suit Suit,"Now whatever you wear bae You can make the whole room stare But you know that my favourite Is when you're rocking that desi swagO tenu suit suit karda O tenu suit suit karda Suit karda.. Tenu suit suit kardaNi tu lagdi punjaban Lagdi patola Lagge ni tu sareyan to wakh ni Tenu suit suit karda Tenu suit suit kardaO tenu suit suit kardaJhanjharan de shor ne tabahi jehi payi aa Puchde ne munde dasso kudi kithon aayi aa Jhanjharan de shor ne tabahi jehi payi aa Puchde ne munde dasso kudi kithon aayi aaHai ni bacha phire Hai ni bacha phire Phire bacha bacha tere utte marda Tenu suit suit kardaNow whatever you wear bae You can make the whole room stare But you know that my favourite Is when you're rocking that desi swagOoh your little black dress It don't do it for me You know how to impress Just give it to me No jeans no dresses no tees no My queen she's in a saree yeah So keep it desi, like you're in Delhi You gotta rep the team shorty I know they're flexing but it's me you should be checking Cause I wanna make you my rani, rock with meBlack, yellow, red jadon paake ni tu nikle Mundeyan de sceneyan chon dil odon fisle Black, yellow, red jadon paake ni tu nikle Mundeyan de sceneyan chon dil odon fisleKehno dil wali gal Kehno dil wali gal Dil wali gal kehno Guru darda Tenu suit suit kardaNi tu lagdi punjaban Lagdi patola Lagge ni tu sareyan to wakh ni Tenu suit suit karda"
